County,New Probable 2020-11-01,New Probable 2020-11-02,New Probable 2020-11-03,New Probable 2020-11-04,New Probable 2020-11-05,New Probable 2020-11-06,New Probable 2020-11-07,New Probable 2020-11-08,New Probable 2020-11-09,New Probable 2020-11-10,New Probable 2020-11-11,New Probable 2020-11-12,New Probable 2020-11-13,New Probable 2020-11-14,New Probable 2020-11-15,New Probable 2020-11-16,New Probable 2020-11-17,New Probable 2020-11-18,New Probable 2020-11-19,New Probable 2020-11-20,New Probable 2020-11-21,New Probable 2020-11-22,New Probable 2020-11-23,New Probable 2020-11-24,New Probable 2020-11-25,New Probable 2020-11-26,New Probable 2020-11-27,New Probable 2020-11-28,New Probable 2020-11-29,New Probable 2020-11-30,New Probable 2020-12-01,New Probable 2020-12-02,New Probable 2020-12-03,New Probable 2020-12-04,New Probable 2020-12-05,New Probable 2020-12-06,New Probable 2020-12-07,New Probable 2020-12-08,New Probable 2020-12-09,New Probable 2020-12-10,New Probable 2020-12-11,New Probable 2020-12-12,New Probable 2020-12-13,New Probable 2020-12-14,New Probable 2020-12-15,New Probable 2020-12-16,New Probable 2020-12-17,New Probable 2020-12-18,New Probable 2020-12-19,New Probable 2020-12-20,New Probable 2020-12-21,New Probable 2020-12-22,New Probable 2020-12-23,New Probable 2020-12-24,New Probable 2020-12-25,New Probable 2020-12-26,New Probable 2020-12-27,New Probable 2020-12-28,New Probable 2020-12-29,New Probable 2020-12-30,New Probable 2020-12-31,New Probable 2021-01-01,New Probable 2021-01-02,New Probable 2021-01-03,New Probable 2021-01-04,New Probable 2021-01-05,New Probable 2021-01-06,New Probable 2021-01-07,New Probable 2021-01-08,New Probable 2021-01-09,New Probable 2021-01-10,New Probable 2021-01-11,New Probable 2021-01-12,New Probable 2021-01-13,New Probable 2021-01-14,New Probable 2021-01-15,New Probable 2021-01-16,New Probable 2021-01-17,New Probable 2021-01-18,New Probable 2021-01-19,New Probable 2021-01-20,New Probable 2021-01-21,New Probable 2021-01-22,New Probable 2021-01-23,New Probable 2021-01-24,New Probable 2021-01-25,New Probable 2021-01-26,New Probable 2021-01-27,New Probable 2021-01-28,New Probable 2021-01-29,New Probable 2021-01-30,New Probable 2021-01-31,New Probable 2021-02-01,New Probable 2021-02-02,New Probable 2021-02-03,New Probable 2021-02-04,New Probable 2021-02-05,New Probable 2021-02-06,New Probable 2021-02-07,New Probable 2021-02-08,New Probable 2021-02-09,New Probable 2021-02-10,New Probable 2021-02-11,New Probable 2021-02-12,New Probable 2021-02-13,New Probable 2021-02-14,New Probable 2021-02-15,New Probable 2021-02-16,New Probable 2021-02-17,New Probable 2021-02-18,New Probable 2021-02-19,New Probable 2021-02-20,New Probable 2021-02-21,New Probable 2021-02-22,New Probable 2021-02-23,New Probable 2021-02-24,New Probable 2021-02-25,New Probable 2021-02-26,New Probable 2021-02-27,New Probable 2021-02-28,New Probable 2021-03-01,New Probable 2021-03-02,New Probable 2021-03-03,New Probable 2021-03-04,New Probable 2021-03-05,New Probable 2021-03-06,New Probable 2021-03-07,New Probable 2021-03-08,New Probable 2021-03-09,New Probable 2021-03-10,New Probable 2021-03-11,New Probable 2021-03-12,New Probable 2021-03-13,New Probable 2021-03-14,New Probable 2021-03-15,New Probable 2021-03-16,New Probable 2021-03-17,New Probable 2021-03-18,New Probable 2021-03-19,New Probable 2021-03-20,New Probable 2021-03-21,New Probable 2021-03-22,New Probable 2021-03-23,New Probable 2021-03-24,New Probable 2021-03-25,New Probable 2021-03-26,New Probable 2021-03-27,New Probable 2021-03-28,New Probable 2021-03-29,New Probable 2021-03-30,New Probable 2021-03-31,New Probable 2021-04-01,New Probable 2021-04-02,New Probable 2021-04-03,New Probable 2021-04-04,New Probable 2021-04-05,New Probable 2021-04-06,New Probable 2021-04-07,New Probable 2021-04-08,New Probable 2021-04-09,New Probable 2021-04-10,New Probable 2021-04-11,New Probable 2021-04-12,New Probable 2021-04-13,New Probable 2021-04-14,New Probable 2021-04-15,New Probable 2021-04-16,New Probable 2021-04-17,New Probable 2021-04-18,New Probable 2021-04-19,New Probable 2021-04-20,New Probable 2021-04-21,New Probable 2021-04-22,New Probable 2021-04-23,New Probable 2021-04-24,New Probable 2021-04-25,New Probable 2021-04-26,New Probable 2021-04-27,New Probable 2021-04-28,New Probable 2021-04-29,New Probable 2021-04-30,New Probable 2021-05-01,New Probable 2021-05-02,New Probable 2021-05-03,New Probable 2021-05-04,New Probable 2021-05-05,New Probable 2021-05-06,New Probable 2021-05-07,New Probable 2021-05-08,New Probable 2021-05-09,New Probable 2021-05-10,New Probable 2021-05-11,New Probable 2021-05-12,New Probable 2021-05-13,New Probable 2021-05-14,New Probable 2021-05-15,New Probable 2021-05-16,New Probable 2021-05-17,New Probable 2021-05-18,New Probable 2021-05-19,New Probable 2021-05-20,New Probable 2021-05-21,New Probable 2021-05-22,New Probable 2021-05-23,New Probable 2021-05-24,New Probable 2021-05-25,New Probable 2021-05-26,New Probable 2021-05-27,New Probable 2021-05-28,New Probable 2021-05-29,New Probable 2021-05-30,New Probable 2021-05-31,New Probable 2021-06-01,New Probable 2021-06-02,New Probable 2021-06-03,New Probable 2021-06-04,New Probable 2021-06-05,New Probable 2021-06-06,New Probable 2021-06-07,New Probable 2021-06-08,New Probable 2021-06-09,New Probable 2021-06-10,New Probable 2021-06-11,New Probable 2021-06-12,New Probable 2021-06-13,New Probable 2021-06-14,New Probable 2021-06-15,New Probable 2021-06-16,New Probable 2021-06-17,New Probable 2021-06-18,New Probable 2021-06-19,New Probable 2021-06-20,New Probable 2021-06-21,New Probable 2021-06-22,New Probable 2021-06-23,New Probable 2021-06-24,New Probable 2021-06-25,New Probable 2021-06-26,New Probable 2021-06-27,New Probable 2021-06-28,New Probable 2021-06-29,New Probable 2021-06-30,New Probable 2021-07-01,New Probable 2021-07-02,New Probable 2021-07-03,New Probable 2021-07-04,New Probable 2021-07-05,New Probable 2021-07-06,New Probable 2021-07-07,New Probable 2021-07-08,New Probable 2021-07-09,New Probable 2021-07-10,New Probable 2021-07-11,New Probable 2021-07-12,New Probable 2021-07-13,New Probable 2021-07-14,New Probable 2021-07-15,New Probable 2021-07-16,New Probable 2021-07-17,New Probable 2021-07-18,New Probable 2021-07-19,New Probable 2021-07-20,New Probable 2021-07-21,New Probable 2021-07-22,New Probable 2021-07-23,New Probable 2021-07-24,New Probable 2021-07-25,New Probable 2021-07-26,New Probable 2021-07-27,New Probable 2021-07-28,New Probable 2021-07-29,New Probable 2021-07-30,New Probable 2021-07-31,New Probable 2021-08-01,New Probable 2021-08-02,New Probable 2021-08-03,New Probable 2021-08-04,New Probable 2021-08-05,New Probable 2021-08-06,New Probable 2021-08-07,New Probable 2021-08-08,New Probable 2021-08-09,New Probable 2021-08-10
Harris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison,0,0,10,19,5,5,0,27,0,30,13,6,19,0,18,0,17,6,3,12,18,0,0,7,40,19,1,0,0,3,1,31,12,18,12,4,10,10,17,12,26,18,11,5,51,14,18,5,38,7,0,23,2,23,9,10,22,7,4,12,79,31,12,21,16,18,26,12,-5,19,6,-1,68,35,36,9,20,109,3,39,7,9,21,29,23,0,19,14,23,30,8,15,2,9,23,5,21,60,-1,8,15,6,14,19,6,3,5,2,0,6,13,4,12,1,1,3,12,5,0,-1,1,0,3,-1,1,0,1,0,-1,2,0,0,4,0,-1,1,0,6,2,4,-1,1,4,3,4,4,1,0,0,-2,1,3,2,0,1,0,3,8,4,3,0,2,0,1,7,4,0,5,0,0,4,8,-1,4,5,0,2,3,5,2,2,-1,-1,0,1,3,0,3,2,2,1,1,3,-1,2,1,4,1,6,0,2,-1,1,0,1,2,0,2,3,1,0,0,0,4,0,0,0,0,0,1,1,1,0,1,0,1,4,1,6,1,16,0,0,0,9,5,1,2,0,0,2,0,1,3,4,0,0,3,7,2,2,2,0,-1,2,0,8,3,4,0,0,9,5,10,19,10,2,-1,8,19,8,10,10,6,3,5,18,12,19,18,9,-1,21
Hartley,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,6,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Haskell,0,0,0,1,3,7,0,0,0,0,0,0,3,0,0,0,0,0,1,1,7,0,0,11,1,1,0,0,5,0,0,4,1,0,4,0,0,8,0,4,0,3,0,0,13,2,16,1,0,0,0,0,7,0,0,0,1,0,4,2,1,-2,0,0,0,1,1,1,1,0,0,0,13,0,1,0,0,0,0,0,20,1,1,0,0,0,2,3,1,2,1,0,0,6,0,0,5,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hays,0,0,2,10,9,5,5,0,0,11,10,0,4,0,0,0,18,1,6,9,4,0,0,13,16,0,0,0,0,0,20,6,6,4,13,0,0,8,11,16,8,0,0,0,17,22,15,0,23,0,0,28,21,0,0,0,0,0,85,36,23,11,0,0,0,74,30,36,3,51,0,0,16,20,8,9,26,0,0,0,0,73,27,8,0,0,37,13,6,15,0,0,0,6,24,9,4,9,0,0,0,9,7,0,2,0,0,0,0,0,0,0,0,0,10,4,0,12,2,0,0,4,9,7,4,15,0,0,4,1,4,2,0,0,0,11,2,0,9,0,0,0,3,3,3,1,1,0,0,15,0,3,4,0,0,0,5,8,7,2,0,0,0,8,0,20,0,3,0,0,7,0,10,1,0,0,0,26,9,4,2,0,0,0,7,19,4,0,3,0,0,0,2,4,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,5,1,2,0,0,1,0,1,2,12,0,0,5,0,0,0,2,0,0,0,1,0,4,0,0,0,5,2,0,15,0,0,0,0,2,1,0,0,0,0,12,9,3,0,14,0,0,10,14,0,12,38,0,0,25,7,6,15,0,0,0,23,60,0,21,17,0,0,0
Hemphill,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,2,0,0,3,1,0,1,1,0,0,1,5,0,3,2,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henderson,0,0,31,0,8,16,0,27,0,28,5,21,2,0,27,0,27,0,17,18,9,0,0,24,4,13,0,0,0,0,15,27,39,30,21,0,0,42,10,14,13,14,0,0,23,18,30,28,16,0,0,38,8,11,0,0,0,0,31,52,35,43,0,0,0,38,9,16,0,0,23,0,0,90,23,11,0,8,0,0,35,2,0,4,3,0,0,21,4,22,0,2,0,0,24,0,62,0,0,31,13,0,0,53,0,26,0,0,8,0,37,0,7,0,0,17,0,14,8,0,0,0,6,0,3,0,0,0,11,2,0,3,0,6,0,3,0,0,8,0,0,0,0,1,0,9,0,0,0,0,3,0,6,0,0,0,3,0,0,0,1,0,0,13,0,0,7,0,0,0,0,3,0,6,0,0,0,0,1,0,10,0,0,0,0,9,0,15,0,0,0,7,0,0,6,0,0,0,9,0,0,2,0,0,0,3,0,0,5,0,0,0,0,0,3,2,0,0,0,0,6,0,6,0,0,0,1,0,0,3,0,0,0,5,0,0,0,9,0,0,3,0,0,0,8,0,0,0,0,6,7,0,0,0,2,0,0,4,0,0,0,11,0,0,9,0,0,0,0,9,0,38,0,0,0,16,0,0,43,0,0,0,0
Hidalgo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,303,0,0,128,154,189,209,0,0,0,125,157,209,412,0,0,0,315,161,151,148,99,0,0,186,220,124,59,106,0,0,0,220,245,262,318,0,0,370,339,251,182,266,0,0,315,618,262,234,92,0,0,353,306,266,214,256,0,0,0,169,72,135,261,0,0,305,318,472,462,625,0,0,407,242,209,144,124,0,0,64,137,85,104,44,0,0,23,34,84,34,49,0,44,19,73,35,54,0,0,2,19,69,0,18,0,0,0,29,45,30,98,0,0,0,61,57,50,53,68,0,0,53,40,66,38,14,0,0,41,17,47,19,50,0,0,43,8,34,37,41,0,0,34,34,51,48,42,0,0,15,23,35,28,9,0,0,12,43,30,23,30,0,0,0,37,15,12,11,0,0,42,40,52,12,32,0,0,42,14,22,9,11,0,0,47,45,18,62,18,0,0,51,32,35,51,17,0,0,0,17,43,20,62,0,0,72,51,97,77,59,0,0,11,130,110,211,343,0,0,535,262,135,267,307,0,0,270,320,320,298,311,0,0,554
Hill,0,0,1,4,4,6,0,0,0,12,3,9,5,0,0,-2,7,-1,17,5,0,0,0,0,2,10,0,5,0,0,2,5,21,17,17,0,0,1,12,10,0,14,0,3,3,8,2,4,13,0,0,4,7,8,0,0,0,-1,13,6,6,0,0,0,0,4,0,0,1,1,0,0,2,5,16,26,9,1,0,0,1,7,15,6,0,0,1,13,0,3,1,0,24,2,1,3,1,8,3,4,1,9,4,1,3,0,0,3,1,8,2,1,0,0,0,-1,0,4,0,0,1,0,0,0,1,0,0,1,0,-1,-1,3,2,0,1,0,2,0,0,-1,0,0,0,1,1,3,2,0,0,0,-1,2,0,-1,0,1,0,-1,0,2,0,0,0,0,0,0,0,2,0,0,0,5,0,3,3,0,0,1,2,0,1,1,0,2,0,0,0,3,1,0,2,0,0,0,2,2,0,0,1,0,1,0,2,0,0,2,1,1,-1,0,0,0,0,1,-1,-1,0,0,1,3,0,1,1,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2,1,0,1,0,0,1,6,2,0,0,8,0,0,4,10,0,5,1,0,0,8,1,9,9,1,0,1,17
Hockley,0,0,7,2,8,0,15,0,0,1,1,0,16,5,0,0,2,0,2,0,2,0,0,2,0,3,0,1,0,0,2,7,2,1,3,0,0,3,3,0,1,3,0,0,0,1,2,1,-1,0,0,1,7,1,0,0,0,0,0,3,2,-5,0,0,0,5,1,0,0,1,0,0,1,-1,2,-1,-1,0,0,2,2,0,3,0,0,0,1,3,0,0,2,0,0,0,4,3,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,13,8,0,0,-6,0,0,0,0,0,0,0,-3,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,-5,2,0,-1,4,0,0,-5,7,-1,0,0,0,0,0,-3,0,1,-1,0,0,0,0,1,-3,0,0,0,-3,-1,0,-1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,4,0,0,2,0,-1,2,1,0,0,3,2,1,2,0,0,0,4,1,1,0,1,0,0,0,3,2,2,1,0,0,3
Hood,0,0,5,4,3,7,0,0,0,27,9,0,4,4,0,0,11,11,17,9,5,0,0,25,20,15,0,0,3,0,0,103,47,13,14,0,0,38,1,15,27,0,0,0,63,3,7,52,13,0,0,56,1,9,0,0,63,0,40,2,38,8,0,0,0,90,93,20,56,51,0,0,87,10,12,10,25,0,0,0,62,0,2,13,0,0,38,12,3,11,6,0,0,25,1,11,4,9,0,0,24,9,11,0,2,0,0,0,28,0,0,5,0,0,6,0,3,1,4,0,0,5,0,3,0,2,0,0,2,3,3,0,1,0,0,4,0,1,3,7,0,0,3,1,2,0,0,0,0,4,3,0,1,2,0,0,1,0,2,0,2,0,0,7,0,1,0,0,0,0,6,1,0,0,1,0,0,1,0,3,1,1,0,0,4,1,1,0,0,0,0,4,0,0,1,0,0,0,0,2,1,0,1,0,0,2,0,3,0,0,0,0,0,5,0,1,0,0,0,1,0,1,0,0,-1,0,1,0,1,0,0,0,0,2,-3,0,-1,0,0,0,4,4,2,0,6,0,0,11,2,2,0,7,0,0,11,-1,3,5,20,0,0,-1,5,16,5,0,0,0,14,5,7,4,8,0,0,20,0,12,9,8,0,0,5
Hopkins,0,7,6,34,14,10,0,9,10,33,11,4,14,0,28,12,6,24,8,22,18,13,0,17,7,7,0,0,0,12,2,46,6,15,19,1,12,15,3,1,20,13,1,4,12,22,6,3,15,5,5,3,8,6,17,12,4,0,-5,5,1,21,10,2,9,1,10,2,6,7,1,2,-1,10,2,2,7,3,1,0,9,3,7,7,1,0,3,11,1,12,2,0,2,8,14,9,7,9,0,10,0,11,6,5,4,4,1,4,0,0,0,17,2,4,2,3,2,5,3,2,0,4,7,-1,0,1,0,1,1,0,1,2,4,1,0,-1,1,0,1,0,2,0,0,6,1,2,1,0,-1,1,-1,3,1,-1,0,0,1,2,0,4,0,0,2,-2,0,0,1,0,1,0,1,2,0,0,0,-1,3,2,0,2,3,2,0,1,1,0,2,2,1,1,1,2,0,0,1,0,2,0,1,2,1,0,0,-1,0,2,1,3,4,0,1,0,-1,1,1,0,1,0,0,1,0,1,1,2,0,1,0,0,0,0,3,-1,1,1,6,2,0,7,0,0,0,0,1,11,0,0,0,-1,1,0,1,0,0,0,0,1,2,1,1,0,0,0,2,3,4,1,4,0,0,4,6,3,5,1,-1,3,17,0,3,-1,0,0,10
Houston,0,20,0,5,0,15,0,1,3,0,22,0,4,0,8,0,1,16,11,1,1,0,0,0,0,7,39,4,0,2,1,1,-2,3,0,0,0,0,0,0,21,6,0,1,1,4,8,7,9,1,0,1,0,9,3,5,0,1,8,1,13,35,2,1,0,0,1,0,-5,0,0,4,11,1,5,21,32,0,6,2,0,1,4,13,0,0,-1,6,0,2,1,1,3,1,3,11,3,0,0,3,1,0,0,1,2,7,0,3,1,3,0,0,1,0,0,0,0,2,0,0,0,0,1,4,1,1,4,0,0,1,0,2,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,0,0,0,1,1,1,1,0,-1,0,0,2,2,3,3,0,-2,0,1,0,1,1,0,0,1,5,-1,-1,1,0,0,2,0,0,0,1,1,0,0,0,2,0,1,3,0,0,2,4,1,1,1,-1,2,0,1,0,0,2,0,0,0,0,0,-1,0,1,0,0,-1,0,-1,5,0,0,0,0,0,0,9,0,0,15,0,2,0,-1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,1,0,1,2,0,0,2,7,-1,1,10,0,0,0,5,0,3,10,0,5,4,7,3,3,5,0,0,2
Howard,0,0,34,14,21,28,34,0,0,0,38,5,57,24,0,0,93,0,33,-17,6,0,0,0,97,0,83,0,0,0,0,18,17,11,3,1,0,7,3,2,9,2,0,0,2,24,-15,7,10,4,0,4,0,7,5,-1,6,6,13,10,8,0,0,1,12,0,20,3,14,2,0,0,29,2,6,6,4,0,1,6,7,2,2,2,-2,0,-79,6,1,3,4,0,0,1,0,8,5,-6,4,0,1,0,4,1,0,0,0,0,2,2,-1,2,2,0,0,6,0,1,2,-1,0,0,3,-1,3,1,1,0,-1,-1,-1,-1,8,4,1,0,4,11,0,4,0,0,0,-2,0,1,1,-1,0,0,1,1,0,4,-1,0,0,7,7,1,2,1,0,3,2,1,3,2,-1,0,5,4,0,-1,0,0,0,1,3,-3,5,5,1,1,2,4,1,-2,0,0,0,0,3,8,2,2,1,0,1,0,0,-1,2,0,0,4,3,0,0,1,1,0,0,1,0,0,2,0,0,0,0,-1,5,2,0,0,0,4,0,0,1,1,0,1,0,0,0,1,0,0,1,4,4,-1,0,0,0,1,0,-1,0,2,1,0,0,0,2,2,-4,3,0,0,1,0,2,5,0,0,0,8,4,0,5,4,0,7,4,17,4,25,5,1,12
Hudspeth,0,0,0,0,1,0,0,0,0,0,1,4,-4,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,38,5,0,1,0,0,0,0,0,-2,0,2,7,2,0,3,2,0,3,-1,3,0,1,0,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,1,0,1,0,0,0,0,-3,0,0,0,0,0,0,0,-1,0,0,0,0,0,-2,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1
Hunt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,5,4,4,3,1,1,1,10,0,5,0,8,0,1,1,1,13,9,2,0,0,5,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,11,1,0,3,1,4,2,0,-1,3,0,3,1,0,2,0,0,0,2,0,0,2,0,8,0,1,0,0,3,4,0,3,5,5,0,0,1,6,1,0,1,11,-1,0,-4,3,12,4,8,0,19,20,10,6,0,2,0,39
Hutchinson,0,0,10,2,0,0,5,0,0,2,0,0,8,-1,0,0,1,0,4,12,3,0,0,12,1,14,0,20,0,0,10,11,7,5,17,0,0,13,10,3,10,4,0,0,3,5,1,2,2,0,0,1,7,4,0,0,0,0,0,1,2,4,0,0,0,2,2,0,2,2,0,0,3,3,3,0,0,0,0,1,27,0,12,2,0,0,16,15,1,0,3,0,0,1,4,2,0,7,0,0,-1,-1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,-1,-2,2,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,1,-5,-2,0,-8,0,0,0,0,0,5,5,0,0,-2,1,0,1,0,0,0,0,-1,0,0,1,0,0,3,-1,-1,1,0,0,0,2,0,0,1,-1,0,0,1,0,0,7,0,0,0,1,-1,0,4,1,0,0,-1,3,1,0,0,0,0,0,-2,0,0,0,0,0,0,-1,-1,-1,0,0,0,-1,0,-1,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,4,-1,2,-1,3,0,0,5
Irion,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,4,2,0,0,1,0,0,-1,0,2,1,1,0,0,1,0,-1,0,1,1,0,1,2,2,1,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,1,0,0,1,0,-1,0,1,2,0,0,0,0,0,0,-2,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1
